student_id,topic,quiz_no,score,time_taken
3,Statistics,5,62,18
3,Statistics,6,50,20
3,Statistics,7,49,28
3,Statistics,8,37,11
3,Statistics,9,96,21
3,Statistics,10,62,20
3,Trigonometry,1,88,23
3,Trigonometry,2,51,18
3,Trigonometry,3,59,10
3,Trigonometry,4,80,26
3,Trigonometry,5,37,6
3,Trigonometry,6,50,5
3,Trigonometry,7,57,19
3,Trigonometry,8,93,5
3,Trigonometry,9,98,20
3,Trigonometry,10,48,8
4,Algebra,1,64,21
4,Algebra,2,46,16
4,Algebra,3,59,18
4,Algebra,4,35,7
4,Algebra,5,66,28
4,Algebra,6,75,25
4,Algebra,7,89,5
4,Algebra,8,92,25
4,Algebra,9,61,27
4,Algebra,10,62,7
4,Calculus,1,47,29
4,Calculus,2,83,7
4,Calculus,3,75,28
4,Calculus,4,61,19
4,Calculus,5,52,6
4,Calculus,6,56,14
4,Calculus,7,31,21
4,Calculus,8,62,13
4,Calculus,9,72,26
4,Calculus,10,77,11
4,Probability,1,71,27
4,Probability,2,55,7
4,Probability,3,79,29
4,Probability,4,53,17
4,Probability,5,89,11
4,Probability,6,86,8
4,Probability,7,74,24
4,Probability,8,94,12
4,Probability,9,45,18
4,Probability,10,44,6
4,Statistics,1,95,27
4,Statistics,2,92,26
4,Statistics,3,80,29
4,Statistics,4,87,26
4,Statistics,5,87,26
4,Statistics,6,78,24
4,Statistics,7,71,10
4,Statistics,8,44,26
4,Statistics,9,89,9
4,Statistics,10,37,25
4,Trigonometry,1,89,16
4,Trigonometry,2,34,11
4,Trigonometry,3,97,10
4,Trigonometry,4,76,7
4,Trigonometry,5,84,12
4,Trigonometry,6,81,20
4,Trigonometry,7,42,22
4,Trigonometry,8,59,23
4,Trigonometry,9,46,28
4,Trigonometry,10,92,23
5,Algebra,1,87,27
5,Algebra,2,91,27
5,Algebra,3,38,16
5,Algebra,4,30,5
5,Algebra,5,63,26
5,Algebra,6,77,29
5,Algebra,7,30,20
5,Algebra,8,90,11
5,Algebra,9,93,9
5,Algebra,10,51,27
5,Calculus,1,96,16
5,Calculus,2,55,20
5,Calculus,3,80,9
5,Calculus,4,86,18
5,Calculus,5,98,19
5,Calculus,6,91,24
5,Calculus,7,98,16
5,Calculus,8,45,20
5,Calculus,9,68,8
5,Calculus,10,62,9
5,Probability,1,52,14
5,Probability,2,98,8
5,Probability,3,63,24
5,Probability,4,39,23
5,Probability,5,87,5
5,Probability,6,98,17
5,Probability,7,33,20
5,Probability,8,53,20
5,Probability,9,31,21
5,Probability,10,61,24
5,Statistics,1,53,16
5,Statistics,2,79,7
5,Statistics,3,62,5
5,Statistics,4,90,23
5,Statistics,5,72,9
5,Statistics,6,41,7
5,Statistics,7,94,5
5,Statistics,8,69,14
5,Statistics,9,72,16
5,Statistics,10,58,17
5,Trigonometry,1,41,18
5,Trigonometry,2,31,23
5,Trigonometry,3,64,27
5,Trigonometry,4,37,14
5,Trigonometry,5,63,23
5,Trigonometry,6,36,8
5,Trigonometry,7,87,25
5,Trigonometry,8,58,28
5,Trigonometry,9,65,29
5,Trigonometry,10,50,29
6,Algebra,1,65,14
6,Algebra,2,53,7
6,Algebra,3,78,7
6,Algebra,4,65,22
6,Algebra,5,53,27
6,Algebra,6,91,9
6,Algebra,7,41,21
6,Algebra,8,84,17
6,Algebra,9,52,29
6,Algebra,10,59,21
6,Calculus,1,91,24
6,Calculus,2,42,23
6,Calculus,3,78,8
6,Calculus,4,41,13
6,Calculus,5,48,16
6,Calculus,6,38,11
6,Calculus,7,57,18
6,Calculus,8,81,23
6,Calculus,9,45,25
6,Calculus,10,98,7
6,Probability,1,41,29
6,Probability,2,81,25
6,Probability,3,82,27
6,Probability,4,45,29
6,Probability,5,68,17
6,Probability,6,82,14
6,Probability,7,87,11
6,Probability,8,43,9
6,Probability,9,64,27
6,Probability,10,47,19
6,Statistics,1,38,14
6,Statistics,2,87,16
6,Statistics,3,46,10
6,Statistics,4,36,18
6,Statistics,5,42,12
6,Statistics,6,71,13
6,Statistics,7,79,6
6,Statistics,8,34,9
6,Statistics,9,67,23
6,Statistics,10,37,20
6,Trigonometry,1,94,26
6,Trigonometry,2,46,11
6,Trigonometry,3,74,8
6,Trigonometry,4,65,10
6,Trigonometry,5,60,23
6,Trigonometry,6,90,16
6,Trigonometry,7,83,11
6,Trigonometry,8,48,11
6,Trigonometry,9,96,17
6,Trigonometry,10,42,22
7,Algebra,1,87,24
7,Algebra,2,90,13
7,Algebra,3,68,5
7,Algebra,4,32,17
7,Algebra,5,91,29
7,Algebra,6,92,21
7,Algebra,7,54,28
7,Algebra,8,62,10
7,Algebra,9,35,16
7,Algebra,10,74,17
7,Calculus,1,90,19
7,Calculus,2,50,20
7,Calculus,3,65,7
7,Calculus,4,48,24
7,Calculus,5,86,22
7,Calculus,6,76,13
7,Calculus,7,78,18
7,Calculus,8,44,5
7,Calculus,9,83,26
7,Calculus,10,32,20
7,Probability,1,86,15
7,Probability,2,41,14
7,Probability,3,45,12
7,Probability,4,53,25
7,Probability,5,37,8
7,Probability,6,37,22
7,Probability,7,57,9
7,Probability,8,70,8
7,Probability,9,93,26
7,Probability,10,92,21
7,Statistics,1,62,25
7,Statistics,2,58,17
7,Statistics,3,75,7
7,Statistics,4,35,22
7,Statistics,5,98,19
7,Statistics,6,54,6
7,Statistics,7,39,28
7,Statistics,8,59,22
7,Statistics,9,34,27
7,Statistics,10,62,26
7,Trigonometry,1,94,22
7,Trigonometry,2,78,15
7,Trigonometry,3,55,29
7,Trigonometry,4,88,21
7,Trigonometry,5,62,6
7,Trigonometry,6,30,25
7,Trigonometry,7,84,10
7,Trigonometry,8,98,9
7,Trigonometry,9,32,25
7,Trigonometry,10,52,9
8,Algebra,1,82,9
8,Algebra,2,46,25
8,Algebra,3,30,23
8,Algebra,4,74,17
8,Algebra,5,33,5
8,Algebra,6,61,6
8,Algebra,7,68,6
8,Algebra,8,83,26
8,Algebra,9,32,22
8,Algebra,10,41,5
8,Calculus,1,83,16
8,Calculus,2,34,29
8,Calculus,3,46,20
8,Calculus,4,76,27
8,Calculus,5,43,6
8,Calculus,6,80,11
8,Calculus,7,67,6
8,Calculus,8,67,22
8,Calculus,9,59,19
8,Calculus,10,80,6
8,Probability,1,81,29
8,Probability,2,67,5
8,Probability,3,59,27
8,Probability,4,80,21
8,Probability,5,34,8
8,Probability,6,39,28
8,Probability,7,46,14
8,Probability,8,46,24
8,Probability,9,98,6
8,Probability,10,35,25
8,Statistics,1,95,17
8,Statistics,2,72,20
8,Statistics,3,52,27
8,Statistics,4,45,12
8,Statistics,5,33,12
8,Statistics,6,33,28
8,Statistics,7,54,7
8,Statistics,8,96,22
8,Statistics,9,90,23
8,Statistics,10,48,25
8,Trigonometry,1,34,22
8,Trigonometry,2,71,26
8,Trigonometry,3,50,10
8,Trigonometry,4,30,9
8,Trigonometry,5,41,18
8,Trigonometry,6,63,21
8,Trigonometry,7,74,13
8,Trigonometry,8,55,29
8,Trigonometry,9,76,29
8,Trigonometry,10,85,15
9,Algebra,1,92,20
9,Algebra,2,90,21
9,Algebra,3,55,8
9,Algebra,4,30,12
9,Algebra,5,81,19
9,Algebra,6,76,28
9,Algebra,7,43,27
9,Algebra,8,31,17
9,Algebra,9,55,18
9,Algebra,10,88,28
9,Calculus,1,36,7
9,Calculus,2,52,18
9,Calculus,3,47,10
9,Calculus,4,44,29
9,Calculus,5,57,14
9,Calculus,6,68,29
9,Calculus,7,46,11
9,Calculus,8,73,29
9,Calculus,9,46,17
9,Calculus,10,54,8
9,Probability,1,39,7
9,Probability,2,47,19
9,Probability,3,63,19
9,Probability,4,37,12
9,Probability,5,71,13
9,Probability,6,35,24
9,Probability,7,55,6
9,Probability,8,88,28
9,Probability,9,88,17
9,Probability,10,99,9
9,Statistics,1,62,25
9,Statistics,2,51,25
9,Statistics,3,99,10
9,Statistics,4,33,15
9,Statistics,5,91,28
9,Statistics,6,84,13
9,Statistics,7,32,23
9,Statistics,8,60,12
9,Statistics,9,65,28
9,Statistics,10,35,6
9,Trigonometry,1,33,19
9,Trigonometry,2,35,26
9,Trigonometry,3,80,29
9,Trigonometry,4,95,19
9,Trigonometry,5,37,23
9,Trigonometry,6,74,16
9,Trigonometry,7,34,10
9,Trigonometry,8,55,26
9,Trigonometry,9,97,23
9,Trigonometry,10,49,21
10,Algebra,1,41,19
10,Algebra,2,30,18
10,Algebra,3,93,10
10,Algebra,4,66,15
10,Algebra,5,32,5
10,Algebra,6,35,22
10,Algebra,7,39,9
10,Algebra,8,52,14
10,Algebra,9,73,6
10,Algebra,10,42,12
10,Calculus,1,31,24
10,Calculus,2,94,9
10,Calculus,3,46,13
10,Calculus,4,44,28
10,Calculus,5,67,27
10,Calculus,6,64,21
10,Calculus,7,98,16
10,Calculus,8,79,18
10,Calculus,9,38,6
10,Calculus,10,64,5
10,Probability,1,69,26
10,Probability,2,89,12
10,Probability,3,40,13
10,Probability,4,43,7
10,Probability,5,66,9
10,Probability,6,55,8
10,Probability,7,71,29
10,Probability,8,47,12
10,Probability,9,68,12
10,Probability,10,43,23
10,Statistics,1,67,5
10,Statistics,2,52,19
10,Statistics,3,54,21
10,Statistics,4,95,18
10,Statistics,5,82,12
10,Statistics,6,80,11
10,Statistics,7,80,10
10,Statistics,8,35,7
10,Statistics,9,36,23
10,Statistics,10,71,24
10,Trigonometry,1,44,19
10,Trigonometry,2,58,5
10,Trigonometry,3,56,8
10,Trigonometry,4,58,10
10,Trigonometry,5,86,5
10,Trigonometry,6,56,27
10,Trigonometry,7,62,8
10,Trigonometry,8,95,14
10,Trigonometry,9,34,14
10,Trigonometry,10,67,17
11,Algebra,1,60,19
11,Algebra,2,81,28
11,Algebra,3,44,12
11,Algebra,4,34,19
11,Algebra,5,97,16
11,Algebra,6,74,6
11,Algebra,7,56,23
11,Algebra,8,65,8
11,Algebra,9,55,15
11,Algebra,10,56,9
11,Calculus,1,49,15
11,Calculus,2,67,10
11,Calculus,3,52,19
11,Calculus,4,75,15
11,Calculus,5,41,17
11,Calculus,6,91,22
11,Calculus,7,89,15
11,Calculus,8,97,9
11,Calculus,9,66,12
11,Calculus,10,60,13
11,Probability,1,80,18
11,Probability,2,69,13
11,Probability,3,40,27
11,Probability,4,30,18
11,Probability,5,50,18
11,Probability,6,65,26
11,Probability,7,86,5
11,Probability,8,92,26
11,Probability,9,84,23
11,Probability,10,69,19
11,Statistics,1,50,19
11,Statistics,2,82,13
11,Statistics,3,81,29
11,Statistics,4,55,13
11,Statistics,5,64,24
11,Statistics,6,54,15
11,Statistics,7,67,6
11,Statistics,8,36,22
11,Statistics,9,63,21
11,Statistics,10,72,16
11,Trigonometry,1,80,26
11,Trigonometry,2,53,29
11,Trigonometry,3,81,10
11,Trigonometry,4,62,21
11,Trigonometry,5,58,15
11,Trigonometry,6,51,22
11,Trigonometry,7,78,11
11,Trigonometry,8,78,24
11,Trigonometry,9,92,12
11,Trigonometry,10,78,11
12,Algebra,1,30,17
12,Algebra,2,80,28
12,Algebra,3,91,21
12,Algebra,4,74,20
12,Algebra,5,69,23
12,Algebra,6,47,5
12,Algebra,7,76,22
12,Algebra,8,95,26
12,Algebra,9,67,23
12,Algebra,10,92,8
12,Calculus,1,30,12
12,Calculus,2,58,27
12,Calculus,3,32,14
12,Calculus,4,63,5
12,Calculus,5,84,22
12,Calculus,6,36,12
12,Calculus,7,94,29
12,Calculus,8,96,28
12,Calculus,9,88,12
12,Calculus,10,83,29
12,Probability,1,96,23
12,Probability,2,37,6
12,Probability,3,64,28
12,Probability,4,61,28
12,Probability,5,75,15
12,Probability,6,45,8
12,Probability,7,66,26
12,Probability,8,43,27
12,Probability,9,77,22
12,Probability,10,36,14
12,Statistics,1,36,5
12,Statistics,2,52,25
12,Statistics,3,48,20
12,Statistics,4,48,8
12,Statistics,5,58,22
12,Statistics,6,31,5
12,Statistics,7,76,9
12,Statistics,8,49,15
12,Statistics,9,31,7
12,Statistics,10,41,24
12,Trigonometry,1,34,9
12,Trigonometry,2,67,13
12,Trigonometry,3,82,16
12,Trigonometry,4,53,21
12,Trigonometry,5,59,28
12,Trigonometry,6,88,18
12,Trigonometry,7,43,13
12,Trigonometry,8,69,6
12,Trigonometry,9,54,11
12,Trigonometry,10,51,15
13,Algebra,1,33,17
13,Algebra,2,66,15
13,Algebra,3,99,22
13,Algebra,4,71,8
13,Algebra,5,70,10
13,Algebra,6,63,21
13,Algebra,7,66,29
13,Algebra,8,56,29
13,Algebra,9,60,10
13,Algebra,10,69,6
13,Calculus,1,41,17
13,Calculus,2,82,11
13,Calculus,3,39,17
13,Calculus,4,46,25
13,Calculus,5,91,18
13,Calculus,6,93,6
13,Calculus,7,83,15
13,Calculus,8,94,23
13,Calculus,9,82,8
13,Calculus,10,55,25
13,Probability,1,40,12
13,Probability,2,40,8
13,Probability,3,88,11
13,Probability,4,83,6
13,Probability,5,84,19
13,Probability,6,53,26
13,Probability,7,51,9
13,Probability,8,85,5
13,Probability,9,65,19
13,Probability,10,49,23
13,Statistics,1,91,17
13,Statistics,2,55,6
13,Statistics,3,69,21
13,Statistics,4,30,29
13,Statistics,5,90,15
13,Statistics,6,71,29
13,Statistics,7,68,7
13,Statistics,8,32,22
13,Statistics,9,73,23
13,Statistics,10,41,23
13,Trigonometry,1,73,21
13,Trigonometry,2,90,21
13,Trigonometry,3,86,27
13,Trigonometry,4,76,16
13,Trigonometry,5,91,20
13,Trigonometry,6,37,25
13,Trigonometry,7,99,12
13,Trigonometry,8,54,22
13,Trigonometry,9,41,19
13,Trigonometry,10,88,13
14,Algebra,1,55,19
14,Algebra,2,61,14
14,Algebra,3,45,11
14,Algebra,4,46,27
14,Algebra,5,55,25
14,Algebra,6,36,18
14,Algebra,7,36,13
14,Algebra,8,77,12
14,Algebra,9,88,27
14,Algebra,10,68,7
14,Calculus,1,47,14
14,Calculus,2,46,18
14,Calculus,3,60,28
14,Calculus,4,89,17
14,Calculus,5,32,9
14,Calculus,6,72,12
14,Calculus,7,84,27
14,Calculus,8,68,19
14,Calculus,9,33,26
14,Calculus,10,54,17
14,Probability,1,62,20
14,Probability,2,71,16
14,Probability,3,95,27
14,Probability,4,71,6
14,Probability,5,59,27
14,Probability,6,42,17
14,Probability,7,47,7
14,Probability,8,68,18
14,Probability,9,58,21
14,Probability,10,91,25
14,Statistics,1,86,20
14,Statistics,2,85,16
14,Statistics,3,39,29
14,Statistics,4,34,5
14,Statistics,5,78,7
14,Statistics,6,74,18
14,Statistics,7,59,22
14,Statistics,8,97,22
14,Statistics,9,91,9
14,Statistics,10,54,20
14,Trigonometry,1,94,25
14,Trigonometry,2,44,21
14,Trigonometry,3,97,16
14,Trigonometry,4,88,9
14,Trigonometry,5,90,9
14,Trigonometry,6,72,10
14,Trigonometry,7,68,28
14,Trigonometry,8,92,18
14,Trigonometry,9,40,17
14,Trigonometry,10,54,11
15,Algebra,1,81,8
15,Algebra,2,88,12
15,Algebra,3,49,26
15,Algebra,4,86,13
15,Algebra,5,32,28
15,Algebra,6,35,9
15,Algebra,7,34,26
15,Algebra,8,76,27
15,Algebra,9,78,13
15,Algebra,10,49,21
15,Calculus,1,90,14
15,Calculus,2,64,22
15,Calculus,3,91,21
15,Calculus,4,32,7
15,Calculus,5,42,28
15,Calculus,6,97,18
15,Calculus,7,40,13
15,Calculus,8,85,7
15,Calculus,9,58,13
15,Calculus,10,96,29
15,Probability,1,71,13
15,Probability,2,69,29
15,Probability,3,34,15
15,Probability,4,88,6
15,Probability,5,67,12
15,Probability,6,34,20
15,Probability,7,47,10
15,Probability,8,66,20
15,Probability,9,57,9
15,Probability,10,69,17
15,Statistics,1,91,23
15,Statistics,2,87,7
15,Statistics,3,85,12
15,Statistics,4,69,17
15,Statistics,5,62,10
15,Statistics,6,48,20
15,Statistics,7,69,5
15,Statistics,8,88,20
15,Statistics,9,70,17
15,Statistics,10,74,29
15,Trigonometry,1,82,14
15,Trigonometry,2,92,10
15,Trigonometry,3,89,11
15,Trigonometry,4,34,15
15,Trigonometry,5,74,29
15,Trigonometry,6,60,27
15,Trigonometry,7,71,14
15,Trigonometry,8,61,15
15,Trigonometry,9,82,11
15,Trigonometry,10,60,22
16,Algebra,1,31,18
16,Algebra,2,41,11
16,Algebra,3,95,17
16,Algebra,4,75,21
16,Algebra,5,46,12
16,Algebra,6,89,28
16,Algebra,7,64,20
16,Algebra,8,99,23
16,Algebra,9,59,11
16,Algebra,10,92,19
16,Calculus,1,66,26
16,Calculus,2,97,24
16,Calculus,3,97,21
16,Calculus,4,41,26
16,Calculus,5,46,14
16,Calculus,6,94,26
16,Calculus,7,79,18
16,Calculus,8,93,19
16,Calculus,9,58,16
16,Calculus,10,65,7
16,Probability,1,81,16
16,Probability,2,36,15
16,Probability,3,62,10
16,Probability,4,61,23
16,Probability,5,87,27
16,Probability,6,55,6
16,Probability,7,75,6
16,Probability,8,58,8
16,Probability,9,42,13
16,Probability,10,68,19
16,Statistics,1,58,15
16,Statistics,2,61,6
16,Statistics,3,76,18
16,Statistics,4,51,15
16,Statistics,5,56,7
16,Statistics,6,85,25
16,Statistics,7,76,20
16,Statistics,8,88,24
16,Statistics,9,35,23
16,Statistics,10,86,9
16,Trigonometry,1,32,5
16,Trigonometry,2,87,10
16,Trigonometry,3,44,6
16,Trigonometry,4,90,7
16,Trigonometry,5,93,21
16,Trigonometry,6,54,28
16,Trigonometry,7,41,22
16,Trigonometry,8,44,16
16,Trigonometry,9,56,12
16,Trigonometry,10,89,18
17,Algebra,1,46,25
17,Algebra,2,37,19
17,Algebra,3,56,18
17,Algebra,4,79,24
17,Algebra,5,32,16
17,Algebra,6,82,28
17,Algebra,7,89,7
17,Algebra,8,49,18
17,Algebra,9,44,29
17,Algebra,10,46,16
17,Calculus,1,38,10
17,Calculus,2,77,29
17,Calculus,3,89,26
17,Calculus,4,31,28
17,Calculus,5,40,17
17,Calculus,6,50,22
17,Calculus,7,93,22
17,Calculus,8,67,15
17,Calculus,9,74,29
17,Calculus,10,62,10
17,Probability,1,70,12
17,Probability,2,40,26
17,Probability,3,80,28
17,Probability,4,70,21
17,Probability,5,75,19
17,Probability,6,83,26
17,Probability,7,49,5
17,Probability,8,69,22
17,Probability,9,31,5
17,Probability,10,62,13
17,Statistics,1,59,5
17,Statistics,2,55,26
17,Statistics,3,95,10
17,Statistics,4,75,22
17,Statistics,5,44,6
17,Statistics,6,73,21
17,Statistics,7,90,7
17,Statistics,8,35,13
17,Statistics,9,35,13
17,Statistics,10,61,13
17,Trigonometry,1,37,12
17,Trigonometry,2,79,24
17,Trigonometry,3,91,19
17,Trigonometry,4,36,15
17,Trigonometry,5,33,10
17,Trigonometry,6,87,26
17,Trigonometry,7,55,7
17,Trigonometry,8,70,14
17,Trigonometry,9,43,15
17,Trigonometry,10,41,27
18,Algebra,1,41,17
18,Algebra,2,54,17
18,Algebra,3,48,27
18,Algebra,4,74,12
18,Algebra,5,82,27
18,Algebra,6,61,23
18,Algebra,7,73,22
18,Algebra,8,99,22
18,Algebra,9,51,9
18,Algebra,10,85,13
18,Calculus,1,88,7
18,Calculus,2,57,14
18,Calculus,3,64,26
18,Calculus,4,92,19
18,Calculus,5,36,16
18,Calculus,6,78,25
18,Calculus,7,60,28
18,Calculus,8,49,9
18,Calculus,9,33,16
18,Calculus,10,49,28
18,Probability,1,79,21
18,Probability,2,80,13
18,Probability,3,65,25
18,Probability,4,95,19
18,Probability,5,63,8
18,Probability,6,35,11
18,Probability,7,71,23
18,Probability,8,87,26
18,Probability,9,41,7
18,Probability,10,47,12
18,Statistics,1,50,19
18,Statistics,2,55,12
18,Statistics,3,71,16
18,Statistics,4,43,18
18,Statistics,5,31,27
18,Statistics,6,66,9
18,Statistics,7,67,17
18,Statistics,8,70,26
18,Statistics,9,89,19
18,Statistics,10,43,28
18,Trigonometry,1,31,11
18,Trigonometry,2,99,21
18,Trigonometry,3,57,6
18,Trigonometry,4,64,9
18,Trigonometry,5,34,5
18,Trigonometry,6,69,16
18,Trigonometry,7,85,8
18,Trigonometry,8,74,27
18,Trigonometry,9,76,15
18,Trigonometry,10,39,7
19,Algebra,1,43,20
19,Algebra,2,39,16
19,Algebra,3,30,9
19,Algebra,4,49,12
19,Algebra,5,72,16
19,Algebra,6,30,29
19,Algebra,7,93,26
19,Algebra,8,57,29
19,Algebra,9,66,19
19,Algebra,10,66,21
19,Calculus,1,73,28
19,Calculus,2,57,19
19,Calculus,3,35,16
19,Calculus,4,90,24
19,Calculus,5,31,13
19,Calculus,6,66,24
19,Calculus,7,55,5
19,Calculus,8,64,10
19,Calculus,9,88,9
19,Calculus,10,62,21
19,Probability,1,80,18
19,Probability,2,41,14
19,Probability,3,49,25
19,Probability,4,72,6
19,Probability,5,79,29
19,Probability,6,68,28
19,Probability,7,72,22
19,Probability,8,52,16
19,Probability,9,67,24
19,Probability,10,52,17
19,Statistics,1,81,20
19,Statistics,2,79,14
19,Statistics,3,37,22
19,Statistics,4,30,27
19,Statistics,5,37,10
19,Statistics,6,34,19
19,Statistics,7,76,6
19,Statistics,8,94,27
19,Statistics,9,72,14
19,Statistics,10,59,22
19,Trigonometry,1,46,12
19,Trigonometry,2,76,12
19,Trigonometry,3,75,8
19,Trigonometry,4,62,5
19,Trigonometry,5,48,20
19,Trigonometry,6,43,25
19,Trigonometry,7,77,9
19,Trigonometry,8,91,6
19,Trigonometry,9,93,10
19,Trigonometry,10,92,13
20,Algebra,1,62,13
20,Algebra,2,77,17
20,Algebra,3,60,13
20,Algebra,4,97,6
20,Algebra,5,33,10
20,Algebra,6,48,10
20,Algebra,7,42,13
20,Algebra,8,52,23
20,Algebra,9,30,28
20,Algebra,10,83,11
20,Calculus,1,44,5
20,Calculus,2,44,25
20,Calculus,3,48,29
20,Calculus,4,62,21
20,Calculus,5,64,16
20,Calculus,6,40,7
20,Calculus,7,95,18
20,Calculus,8,38,7
20,Calculus,9,55,12
20,Calculus,10,77,6
20,Probability,1,99,25
20,Probability,2,55,29
20,Probability,3,41,9
20,Probability,4,77,9
20,Probability,5,73,8
20,Probability,6,44,15
20,Probability,7,77,27
20,Probability,8,99,18
20,Probability,9,72,17
20,Probability,10,50,27
20,Statistics,1,76,25
20,Statistics,2,44,29
20,Statistics,3,65,15
20,Statistics,4,80,19
20,Statistics,5,97,25
20,Statistics,6,42,26
20,Statistics,7,48,6
20,Statistics,8,97,20
20,Statistics,9,81,18
20,Statistics,10,56,19
20,Trigonometry,1,57,7
20,Trigonometry,2,37,20
20,Trigonometry,3,65,22
20,Trigonometry,4,31,21
20,Trigonometry,5,33,29
20,Trigonometry,6,36,16
20,Trigonometry,7,68,17
20,Trigonometry,8,60,11
20,Trigonometry,9,92,28
20,Trigonometry,10,71,14
21,Algebra,1,85,8
21,Algebra,2,97,26
21,Algebra,3,36,26
21,Algebra,4,30,16
21,Algebra,5,74,14
21,Algebra,6,76,17
21,Algebra,7,51,26
21,Algebra,8,50,26
21,Algebra,9,38,13
21,Algebra,10,44,14
21,Calculus,1,71,12
21,Calculus,2,53,20
21,Calculus,3,78,9
21,Calculus,4,97,22
21,Calculus,5,53,23
21,Calculus,6,89,11
21,Calculus,7,47,23
21,Calculus,8,65,14
21,Calculus,9,84,22
21,Calculus,10,98,19
21,Probability,1,78,7
21,Probability,2,62,27
21,Probability,3,50,21
21,Probability,4,51,20
21,Probability,5,66,19
21,Probability,6,64,11
21,Probability,7,61,15
21,Probability,8,39,13
21,Probability,9,86,29
21,Probability,10,31,7
21,Statistics,1,36,25
21,Statistics,2,47,7
21,Statistics,3,71,26
21,Statistics,4,68,13
21,Statistics,5,53,18
21,Statistics,6,48,8
21,Statistics,7,71,11
21,Statistics,8,65,12
21,Statistics,9,65,7
21,Statistics,10,37,5
21,Trigonometry,1,99,13
21,Trigonometry,2,97,17
21,Trigonometry,3,78,6
21,Trigonometry,4,89,9
21,Trigonometry,5,73,25
21,Trigonometry,6,37,10
21,Trigonometry,7,79,7
21,Trigonometry,8,73,7
21,Trigonometry,9,99,6
21,Trigonometry,10,73,6
22,Algebra,1,64,6
22,Algebra,2,59,24
22,Algebra,3,37,26
22,Algebra,4,73,8
22,Algebra,5,98,17
22,Algebra,6,60,19
22,Algebra,7,84,20
